,Unnamed: 0.1,Unnamed: 0,price,artist,fame,title,yearCreation,signed,condition,period,movement
707,707,707,800 USD,Cinda Sparling,0.0,"Untitled, 1988",1988,Signed and inscribed lower right recto in pencil.,This work is in overall good condition.Artwork not inspected out of frame.Chip on bottom edge of frame.Wear and paint loss to side edges of frame.Rippling to paper.,Post-War,Abstract
708,708,708,800 USD,Joe Tilson,137.0,Signatures,1988,Tilson 1988 in pencil on bottom right recto.,This work is in very good condition.Artwork not examined outside of frame.Minor rippling to paper consistent with process.No obvious signs of wear to artwork.,Contemporary,Conceptual 
709,709,709,1.275 USD,George T. Grant,0.0,Fall I,2008,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
710,710,710,1.500 USD,Max Miller,0.0,Untitled NBR 60,1987,[nan],This work is in good condition.Artwork not inspected out of frame.Wear to frame in areas.Pinholes to corners of artwork.,Post-War,Abstract
711,711,711,800 USD,Paul Henry Ramirez,0.0,Juicy Little Passion #4,2005,Signed and inscribed recto in pencil,This work is in very good condition.Artwork not examined out of frame.Light scratching to plexiglass.,Contemporary,Abstract
712,712,712,680 USD,Ford Crull,0.0,Relic Series #3,1990,Ford 90 on bottom right in pencil,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Contemporary,Abstract
713,713,713,1.500 USD,Dan Walsh,122.0,Viewing Suite III,2008,Signed and dated in pencil lower right recto.,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
714,714,714,680 USD,Robert Kushner,122.0,Reclining Man 18,1987,Signed Robert Kushner center right in pencil,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Light marks to frame.,Contemporary,Abstract
715,715,715,800 USD,Bruce Porter,0.0,Flute Like Voices III,1987,"Signed and dated in pencil, Bruce Porter, 1981",This work is in very good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Abstract
716,716,716,680 USD,Stephen Hartman,0.0,Untitled,1980,[nan],This work is in good condition.Not examined out of frame.Buckling to paper.Frame is marked at lower left corner.,Post-War,Abstract
717,717,717,680 USD,Steven Barbash,0.0,Four Tulips,1982,"Signed, dated and numbered on bottom.",No obvious signs of wear.Not examined out of frame.,Contemporary,Realism
718,718,718,1.275 USD,Stuart Nielsen,0.0,Untitled,1976,[nan],Not examined out of frame.No obvious signs of wear.,Contemporary,Abstract
719,719,719,1.275 USD,David Roth,0.0,Metamorphising/Spectrum,Circa 1971,Signed and dated on bottom right.,This work is in very good condition.Pinholes to work at corners and wear to edges of paper.Slight scuff to plexiglas glazing at bottom left.,Post-War,Geometric Abstraction
720,720,720,1.275 USD,Sonja Landberg,0.0,Drawing With Red Square,Circa 1991,Signed and titled on bottom.,No obvious signs of wear.Not examined out of frame.,Post-War,Geometric Abstraction
721,721,721,1.275 USD,William Zehngut,0.0,Still Life With Blue Vase,1979,Signed on lower left.,Not examined outside of frame.No obvious signs of wear.,Contemporary,Realism
722,722,722,1.275 USD,Christopher Beane,0.0,Marble Painting 114,2012,Artist signature on back.,No obvious signs of wear.,Contemporary,Abstract
723,723,723,680 USD,Ron Davis,0.0,Two Bar,Circa 1971,Signed on bottom right.,No obvious signs of wear.,Contemporary,Geometric Abstraction
724,724,724,1.275 USD,Frances Barth,147.0,Untitled Drawing Nbr 201,1976,[nan],Art has no obvious signs of wear.,Contemporary,Geometric Abstraction
725,725,725,1.275 USD,,0.0,[nan],[nan],Signed and dated in pencil to verso,Not examined out of frame.Minor sheet undulation.Small mark to top of frame.,Contemporary,Realism
726,726,726,680 USD,Jackie Battenfield,138.0,One Thousand Thoughts (Dusk),Circa 2001,Signed on bottom.,Art has no obvious signs of wear.,Contemporary,Realism
727,727,727,1.275 USD,Solien T.L.,0.0,Untitled,1990,Signed and dated on bottom right.,No obvious signs of wear.Not examined out of frame.,Contemporary,Organic/Biomorphic Abstraction
728,728,728,680 USD,Mary Jo Vath,0.0,Sunflower,1990,Signed and numbered in pencil to verso,Not examined out of frame.Edge wear to frame.,Contemporary,Realism
729,729,729,680 USD,Ed Albers,0.0,Disection Series,1989,[nan],Not examined out of frame.No obvious signs of wear.,Contemporary,Organic/Biomorphic Abstraction
730,730,730,680 USD,DON NICE,123.0,Radish,1972,Signed and titled on bottom.,No obvious signs of wear.Not examined out of frame.,Post-War,Realism
731,731,731,680 USD,John Newman,129.0,Red Through And Through,2010,Signed and dated on lower right.,"Not examined out of frame.Art piece slipped off the hinge, resting on bottom of frame.",Contemporary,Abstract
732,732,732,680 USD,Jane Goldman,0.0,Window Reflection,2008,"Titled, signed and numbered in pencil recto ",No obvious signs of wear.Not examined out of frame.,Contemporary,Realism
733,733,733,1.275 USD,T. L. Solien,0.0,Blue Stem Land,1986,[nan],Not examined outside of frame.Pinholes to edges of paper.No obvious signs of wear otherwise.,Contemporary,Abstract
734,734,734,1.275 USD,Laura Newman,0.0,Blue And Orange,1987,[nan],Not examined out of frame.A few minor marks to frame.,Contemporary,Abstract
735,735,735,1.275 USD,Christopher Beane,0.0,Marble Painting 16,2012,[nan],No obvious signs of wear.,Contemporary,Abstract
736,736,736,680 USD,Stuart Allen,0.0,Untitled (Still Life),1983,Signed illegibly on lower right,Not examined outside of frame.No obvious signs of wear.,Post-War,Realism
737,737,737,1.275 USD,Jon Groom,135.0,Untitled,1985,Signed and dated lower right.,Area of wear to frame at top center.Art shows no obvious signs of wear.,Contemporary,Geometric Abstraction
738,738,738,1.275 USD,Richard Smith,163.0,On The Bowery Number 32,Circa 1964,Signed and dated on upper left.,No obvious signs of wear.,Contemporary,Pop Art
739,739,739,680 USD,Jackie Battenfield,138.0,One Thousand Thoughts (Noon),2001,Signed on bottom.,Art has no obvious signs of wear.,Contemporary,Realism
740,740,740,680 USD,Robert Janz,0.0,North Field CPP10,2007,"Signed, dated and titled in pencil to verso",Not examined out of frame.Scratches to plexiglass detected upon close inspection.Sheet undulation.One small mark to sheet.,Contemporary,Organic/Biomorphic Abstraction
741,741,741,1.275 USD,Orly Genger,190.0,Untitled,2004,[nan],Not examined out of frame.No obvious signs of wear.,Contemporary,Abstract
742,742,742,680 USD,Yasuyuki Shibata,0.0,Satsuma,2011,Signed and dated on lower right.,Not examined out of frame.No obvious signs of wear.,Contemporary,Geometric Abstraction
743,743,743,680 USD,Carolyn Brady,133.0,"Green Lamp, Red Table",1985,Signed and dated on lower right.,Not examined out of frame.No obvious signs of wear.,Contemporary,Realism
744,744,744,1.275 USD,Pietro Consagra,0.0,Diasporo,1973,Artist signature lower right.,No obvious signs of wear to art.,Contemporary,Abstract
745,745,745,680 USD,Jane Kent,0.0,Untitled Xiv,1989,[nan],Not examined out of frame.No obvious signs of imperfection.,Contemporary,Organic/Biomorphic Abstraction
746,746,746,680 USD,Jane Kent,0.0,"Untitled, A Study For Skating",2008,[nan],Not examined out of frame.Mark to frame.,Contemporary,Abstract
747,747,747,1.275 USD,Marischa Burckhardt,0.0,Cut Squares,1978,[nan],Not examined out of frame.No obvious signs of wear.,Contemporary,Geometric Abstraction
748,748,748,680 USD,Ian Hamilton Finlay,100.0,Sea Poppy,1968,[nan],Not examined out of frame.Scratches throughout plexiglas.,Contemporary,Abstract
749,749,749,680 USD,Jane Kent,0.0,Miracle Grow #17,2012,Signed and dated on lower right.,Not examined out of frame.No obvious signs of wear.,Contemporary,Abstract
750,750,750,1.275 USD,Gary Bower,0.0,Rolph Series,1970,[nan],Not examined out of frame.Significant undulation to sheet.Water stain to top of sheet.Scattered marks to frame.Surface scratches to plexiglass.Toning to perimeter of sheet.,Contemporary,Geometric Abstraction
751,751,751,680 USD,Jane Kent,0.0,Untitled,2012,[nan],Not examined out of frame.No apparent imperfections.,Contemporary,Geometric Abstraction
752,752,752,1.275 USD,T. L. Solien,0.0,Juniper,1986,[nan],Not examined outside of frame.Pinholes at edges of paper.No other obvious signs of wear.,Contemporary,Abstract
753,753,753,680 USD,John Duff,0.0,Untitled Print,1975,"Signed, dated and numbered in pencil.",Not examined out of frame.Scattered surface scratches to plexiglas.One faint mark to bottom left side of frame.Small white mark to right side of frame.,Modern,Geometric Abstraction
